casgem_id,lat,long,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting_coop_agency,voluntary_or_casgem_measurement,comments,extra_casgem_id
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,11/29/2011,00:00,,,36.42,0.0,36.42,37.0,37.0,0.58,36.42,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,12/28/2011,00:00,,,36.62,0.0,36.62,37.0,37.0,0.38,36.62,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,1/31/2012,00:00,,,36.32,0.0,36.32,37.0,37.0,0.68,36.32,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,2/28/2012,00:00,,,36.52,0.0,36.52,37.0,37.0,0.48,36.52,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,3/28/2012,00:00,,,35.17,0.0,35.17,37.0,37.0,1.83,35.17,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,4/23/2012,00:00,,,35.22,0.0,35.22,37.0,37.0,1.78,35.22,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,5/29/2012,00:00,,,42.51,0.0,42.51,37.0,37.0,-5.51,42.51,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,6/26/2012,00:00,,,41.26,0.0,41.26,37.0,37.0,-4.26,41.26,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,7/31/2012,00:00,,,39.92,0.0,39.92,37.0,37.0,-2.92,39.92,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,8/29/2012,00:00,,,42.18,0.0,42.18,37.0,37.0,-5.18,42.18,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,9/4/2012,00:00,,,42.2,0.0,42.2,37.0,37.0,-5.2,42.2,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,10/23/2012,00:00,,,41.72,0.0,41.72,37.0,37.0,-4.72,41.72,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,11/27/2012,00:00,,,41.71,0.0,41.71,37.0,37.0,-4.71,41.71,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,12/18/2012,00:00,,,43.9,0.0,43.9,37.0,37.0,-6.9,43.9,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,1/28/2013,00:00,,,40.59,0.0,40.59,37.0,37.0,-3.59,40.59,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,2/27/2013,00:00,,,38.53,0.0,38.53,37.0,37.0,-1.53,38.53,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,3/26/2013,00:00,,,31.86,0.0,31.86,37.0,37.0,5.14,31.86,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,4/30/2013,00:00,,,40.21,0.0,40.21,37.0,37.0,-3.21,40.21,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375259N1219869W001,37.5259,-121.9869,5S/1W-05H004,5/29/2013,00:00,,,42.25,0.0,42.25,37.0,37.0,-5.25,42.25,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,1/4/2011,00:00,,,37.9,0.0,37.9,37.06,37.06,-0.84,37.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,1/25/2011,00:00,,,40.1,0.0,40.1,37.06,37.06,-3.04,40.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,2/23/2011,00:00,,,37.4,0.0,37.4,37.06,37.06,-0.34,37.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,3/21/2011,00:00,,,35.2,0.0,35.2,37.06,37.06,1.86,35.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,4/26/2011,00:00,,,34.0,0.0,34.0,37.06,37.06,3.06,34.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,5/24/2011,00:00,,,35.0,0.0,35.0,37.06,37.06,2.06,35.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,6/28/2011,00:00,,,38.2,0.0,38.2,37.06,37.06,-1.14,38.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,7/26/2011,00:00,,,42.5,0.0,42.5,37.06,37.06,-5.44,42.5,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,8/29/2011,00:00,,,41.1,0.0,41.1,37.06,37.06,-4.04,41.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,9/27/2011,00:00,,,42.5,0.0,42.5,37.06,37.06,-5.44,42.5,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,10/25/2011,00:00,,,41.23,0.0,41.23,37.06,37.06,-4.17,41.23,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,11/29/2011,00:00,,,38.01,0.0,38.01,37.06,37.06,-0.95,38.01,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,12/28/2011,00:00,,,38.57,0.0,38.57,37.06,37.06,-1.51,38.57,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,1/31/2012,00:00,,,37.78,0.0,37.78,37.06,37.06,-0.72,37.78,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,2/28/2012,00:00,,,38.46,0.0,38.46,37.06,37.06,-1.4,38.46,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,3/28/2012,00:00,,,37.03,0.0,37.03,37.06,37.06,0.03,37.03,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,4/23/2012,00:00,,,36.74,0.0,36.74,37.06,37.06,0.32,36.74,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,5/29/2012,00:00,,,43.25,0.0,43.25,37.06,37.06,-6.19,43.25,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,6/26/2012,00:00,,,42.31,0.0,42.31,37.06,37.06,-5.25,42.31,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,7/31/2012,00:00,,,41.73,0.0,41.73,37.06,37.06,-4.67,41.73,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,8/29/2012,00:00,,,43.6,0.0,43.6,37.06,37.06,-6.54,43.6,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,9/4/2012,00:00,,,43.82,0.0,43.82,37.06,37.06,-6.76,43.82,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,10/23/2012,00:00,,,43.77,0.0,43.77,37.06,37.06,-6.71,43.77,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,11/27/2012,00:00,,,43.57,0.0,43.57,37.06,37.06,-6.51,43.57,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,12/18/2012,00:00,,,45.63,0.0,45.63,37.06,37.06,-8.57,45.63,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,1/30/2013,00:00,,,42.39,0.0,42.39,37.06,37.06,-5.33,42.39,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,2/27/2013,00:00,,,38.74,0.0,38.74,37.06,37.06,-1.68,38.74,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,3/26/2013,00:00,,,32.77,0.0,32.77,37.06,37.06,4.29,32.77,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,4/30/2013,00:00,,,42.27,0.0,42.27,37.06,37.06,-5.21,42.27,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219868W001,37.5260,-121.9868,5S/1W-05H005,5/29/2013,00:00,,,44.55,0.0,44.55,37.06,37.06,-7.49,44.55,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,1/4/2011,00:00,,,23.1,0.0,23.1,37.04,37.04,13.94,23.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,1/25/2011,00:00,,,22.8,0.0,22.8,37.04,37.04,14.24,22.8,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,2/23/2011,00:00,,,22.9,0.0,22.9,37.04,37.04,14.14,22.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,3/21/2011,00:00,,,22.0,0.0,22.0,37.04,37.04,15.04,22.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,4/26/2011,00:00,,,20.4,0.0,20.4,37.04,37.04,16.64,20.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,5/24/2011,00:00,,,20.0,0.0,20.0,37.04,37.04,17.04,20.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,6/28/2011,00:00,,,20.1,0.0,20.1,37.04,37.04,16.94,20.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,7/26/2011,00:00,,,20.8,0.0,20.8,37.04,37.04,16.24,20.8,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,8/29/2011,00:00,,,21.7,0.0,21.7,37.04,37.04,15.34,21.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,9/27/2011,00:00,,,22.3,0.0,22.3,37.04,37.04,14.74,22.3,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,10/25/2011,00:00,,,22.77,0.0,22.77,37.04,37.04,14.27,22.77,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,11/29/2011,00:00,,,23.32,0.0,23.32,37.04,37.04,13.72,23.32,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,12/28/2011,00:00,,,25.63,0.0,25.63,37.04,37.04,11.41,25.63,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,1/31/2012,00:00,,,24.04,0.0,24.04,37.04,37.04,13.0,24.04,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,2/28/2012,00:00,,,24.48,0.0,24.48,37.04,37.04,12.56,24.48,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,3/28/2012,00:00,,,24.42,0.0,24.42,37.04,37.04,12.62,24.42,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,4/23/2012,00:00,,,23.94,0.0,23.94,37.04,37.04,13.1,23.94,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,5/29/2012,00:00,,,23.52,0.0,23.52,37.04,37.04,13.52,23.52,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,6/26/2012,00:00,,,23.85,0.0,23.85,37.04,37.04,13.19,23.85,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,7/31/2012,00:00,,,24.52,0.0,24.52,37.04,37.04,12.52,24.52,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,8/29/2012,00:00,,,25.18,0.0,25.18,37.04,37.04,11.86,25.18,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,9/4/2012,00:00,,,25.35,0.0,25.35,37.04,37.04,11.69,25.35,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,10/23/2012,00:00,,,26.13,0.0,26.13,37.04,37.04,10.91,26.13,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,11/27/2012,00:00,,,26.58,0.0,26.58,37.04,37.04,10.46,26.58,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,12/18/2012,00:00,,,26.52,0.0,26.52,37.04,37.04,10.52,26.52,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,1/28/2013,00:00,,,26.24,0.0,26.24,37.04,37.04,10.8,26.24,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,2/27/2013,00:00,,,26.41,0.0,26.41,37.04,37.04,10.63,26.41,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,3/26/2013,00:00,,,25.94,0.0,25.94,37.04,37.04,11.1,25.94,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,4/30/2013,00:00,,,26.39,0.0,26.39,37.04,37.04,10.65,26.39,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375260N1219869W001,37.5260,-121.9869,5S/1W-05H006,5/29/2013,00:00,,,27.0,0.0,27.0,37.04,37.04,10.04,27.0,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,1/4/2011,00:00,,,35.6,0.0,35.6,37.06,37.06,1.46,35.6,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,1/25/2011,00:00,,,37.4,0.0,37.4,37.06,37.06,-0.34,37.4,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,2/23/2011,00:00,,,35.6,0.0,35.6,37.06,37.06,1.46,35.6,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,3/21/2011,00:00,,,33.2,0.0,33.2,37.06,37.06,3.86,33.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,4/26/2011,00:00,,,31.0,0.0,31.0,37.06,37.06,6.06,31.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,5/24/2011,00:00,,,32.2,0.0,32.2,37.06,37.06,4.86,32.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,6/28/2011,00:00,,,36.7,0.0,36.7,37.06,37.06,0.36,36.7,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,7/26/2011,00:00,,,41.6,0.0,41.6,37.06,37.06,-4.54,41.6,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,8/29/2011,00:00,,,39.1,0.0,39.1,37.06,37.06,-2.04,39.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,9/27/2011,00:00,,,40.9,0.0,40.9,37.06,37.06,-3.84,40.9,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,10/25/2011,00:00,,,38.08,0.0,38.08,37.06,37.06,-1.02,38.08,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,11/29/2011,00:00,,,36.17,0.0,36.17,37.06,37.06,0.89,36.17,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,12/28/2011,00:00,,,36.38,0.0,36.38,37.06,37.06,0.68,36.38,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,1/31/2012,00:00,,,36.18,0.0,36.18,37.06,37.06,0.88,36.18,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,2/28/2012,00:00,,,36.41,0.0,36.41,37.06,37.06,0.65,36.41,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,3/28/2012,00:00,,,35.14,0.0,35.14,37.06,37.06,1.92,35.14,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,4/23/2012,00:00,,,35.0,0.0,35.0,37.06,37.06,2.06,35.0,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,5/29/2012,00:00,,,42.77,0.0,42.77,37.06,37.06,-5.71,42.77,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,6/26/2012,00:00,,,40.97,0.0,40.97,37.06,37.06,-3.91,40.97,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,7/31/2012,00:00,,,39.99,0.0,39.99,37.06,37.06,-2.93,39.99,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,8/29/2012,00:00,,,42.83,0.0,42.83,37.06,37.06,-5.77,42.83,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,9/4/2012,00:00,,,42.89,0.0,42.89,37.06,37.06,-5.83,42.89,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,10/23/2012,00:00,,,41.41,0.0,41.41,37.06,37.06,-4.35,41.41,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,11/27/2012,00:00,,,41.51,0.0,41.51,37.06,37.06,-4.45,41.51,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,12/18/2012,00:00,,,43.21,0.0,43.21,37.06,37.06,-6.15,43.21,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,1/28/2013,00:00,,,40.24,0.0,40.24,37.06,37.06,-3.18,40.24,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,2/27/2013,00:00,,,38.8,0.0,38.8,37.06,37.06,-1.74,38.8,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,3/26/2013,00:00,,,31.9,0.0,31.9,37.06,37.06,5.16,31.9,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,4/30/2013,00:00,,,39.84,0.0,39.84,37.06,37.06,-2.78,39.84,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375261N1219868W001,37.5261,-121.9868,5S/1W-05H003,5/29/2013,00:00,,,41.7,0.0,41.7,37.06,37.06,-4.64,41.7,ES - Electric sounder measurement,0.01 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,1/25/2011,00:00,,,5.1,0.0,5.1,18.61,18.61,13.51,5.1,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,2/23/2011,00:00,,,5.2,0.0,5.2,18.61,18.61,13.41,5.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,3/23/2011,00:00,,,4.2,0.0,4.2,18.61,18.61,14.41,4.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,4/26/2011,00:00,,,5.2,0.0,5.2,18.61,18.61,13.41,5.2,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,5/24/2011,00:00,,,3.0,0.0,3.0,18.61,18.61,15.61,3.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
375376N1220399W001,37.5376,-122.0399,4S/2W-36N012,6/28/2011,00:00,,,3.0,0.0,3.0,18.61,18.61,15.61,3.0,ES - Electric sounder measurement,0.1 Ft,Alameda County Water District,CASGEM,,
