CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/5/2005,00:00,,,10.000,0.000,10.000,73.030,72.330,63.030,9.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/2/2005,00:00,,,10.300,0.000,10.300,73.030,72.330,62.730,9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/21/2005,00:00,,,10.200,0.000,10.200,73.030,72.330,62.830,9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/30/2006,00:00,,,6.300,0.000,6.300,73.030,72.330,66.730,5.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/31/2006,00:00,,1 - Pumping,126.400,0.000,126.400,73.030,72.330,-53.370,125.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/29/2006,00:00,,,10.000,0.000,10.000,73.030,72.330,63.030,9.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/12/2006,00:00,,,9.000,0.000,9.000,73.030,72.330,64.030,8.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/22/2007,00:00,,,7.600,0.000,7.600,73.030,72.330,65.430,6.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/9/2007,00:00,,,10.300,0.000,10.300,73.030,72.330,62.730,9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/12/2007,00:00,,,10.200,0.000,10.200,73.030,72.330,62.830,9.500,UNK - Unknown,Unknown,Butte County Department of Water & Resource Conservation,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/16/2007,00:00,,,7.300,0.000,7.300,73.030,72.330,65.730,6.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/12/2008,00:00,,8 - Oil or foreign substance in casing,8.900,0.000,8.900,73.030,72.330,64.130,8.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/4/2008,00:00,,1 - Pumping,12.700,0.000,12.700,73.030,72.330,60.330,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/9/2008,00:00,,1 - Pumping,11.500,0.000,11.500,73.030,72.330,61.530,10.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/20/2008,00:00,1 - Pumping,,,,,73.030,72.330,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,1/15/2009,00:00,,8 - Oil or foreign substance in casing,11.180,0.000,11.180,73.030,72.330,61.850,10.480,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/24/2009,00:00,,,6.800,0.000,6.800,73.030,72.330,66.230,6.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,5/15/2009,00:00,,,6.800,0.000,6.800,73.030,72.330,66.230,6.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,6/24/2009,00:00,,,8.510,0.000,8.510,73.030,72.330,64.520,7.810,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,9/1/2007,00:00,,,9.000,0.000,9.000,73.030,72.330,64.030,8.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/31/2007,00:00,,,22.000,0.000,22.000,73.030,72.330,51.030,21.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,11/30/2007,00:00,,,6.000,0.000,6.000,73.030,72.330,67.030,5.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,12/31/2007,00:00,,,5.500,0.000,5.500,73.030,72.330,67.530,4.800,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,1/31/2008,00:00,,,6.000,0.000,6.000,73.030,72.330,67.030,5.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/30/2008,00:00,,,6.700,0.000,6.700,73.030,72.330,66.330,6.000,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,4/30/2008,00:00,,,8.300,0.000,8.300,73.030,72.330,64.730,7.600,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/30/2008,00:00,,,13.080,0.000,13.080,73.030,72.330,59.950,12.380,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,4/30/2009,00:00,,,5.500,0.000,5.500,73.030,72.330,67.530,4.800,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/30/2008,00:00,,,9.500,0.000,9.500,73.030,72.330,63.530,8.800,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,12/30/2008,00:00,,,5.420,0.000,5.420,73.030,72.330,67.610,4.720,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,2/28/2008,00:00,,,6.000,0.000,6.000,73.030,72.330,67.030,5.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,2/28/2009,00:00,,,4.830,0.000,4.830,73.030,72.330,68.200,4.130,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,1/30/2009,00:00,,,5.500,0.000,5.500,73.030,72.330,67.530,4.800,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,6/26/2009,00:00,,,23.170,0.000,23.170,73.030,72.330,49.860,22.470,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/30/2009,00:00,,,5.170,0.000,5.170,73.030,72.330,67.860,4.470,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,11/30/2008,00:00,,,7.000,0.000,7.000,73.030,72.330,66.030,6.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/31/2008,00:00,,,51.000,0.000,51.000,73.030,72.330,22.030,50.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,9/30/2008,00:00,,,32.000,0.000,32.000,73.030,72.330,41.030,31.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,1/30/2007,00:00,,,11.000,0.000,11.000,73.030,72.330,62.030,10.300,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,2/28/2007,00:00,,,5.500,0.000,5.500,73.030,72.330,67.530,4.800,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/3/2009,00:00,,,9.100,0.000,9.100,73.030,72.330,63.930,8.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,9/16/2009,00:00,,,8.100,0.000,8.100,73.030,72.330,64.930,7.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/22/2009,00:00,1 - Pumping,,,,,73.030,72.330,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/30/2009,00:00,,,5.080,0.000,5.080,73.030,72.330,67.950,4.380,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,11/30/2009,00:00,,,11.700,0.000,11.700,73.030,72.330,61.330,11.000,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,1/30/2010,00:00,,,5.600,0.000,5.600,73.030,72.330,67.430,4.900,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,9/30/2009,00:00,,,7.700,0.000,7.700,73.030,72.330,65.330,7.000,UNK - Unknown,Unknown,California Department of Fish and Game,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/22/2010,00:00,,,6.100,0.000,6.100,73.030,72.330,66.930,5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/4/2010,00:00,,,8.100,0.000,8.100,73.030,72.330,64.930,7.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/7/2010,00:00,,,7.800,0.000,7.800,73.030,72.330,65.230,7.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/18/2010,00:00,,1 - Pumping,6.900,0.000,6.900,73.030,72.330,66.130,6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,4/4/2011,00:00,,,5.800,0.000,5.800,73.030,72.330,67.230,5.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,7/13/2011,00:00,,,8.400,0.000,8.400,73.030,72.330,64.630,7.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,8/1/2011,00:00,,,9.000,0.000,9.000,73.030,72.330,64.030,8.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,10/11/2011,00:00,,,5.800,0.000,5.800,73.030,72.330,67.230,5.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393108N1217811W001,BMO 17N02E19J001M,3/18/2013,00:00,,,14.000,7.600,6.400,73.030,72.330,66.630,5.700,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/11/2011,00:00,7 - Special/Other,,,,,74.580,72.810,,,,,Butte County Department of Water & Resource Conservation,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,7/30/2012,00:00,7 - Special/Other,,,,,74.576,72.810,,,,,Butte County Department of Water & Resource Conservation,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/26/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,7/10/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/16/2012,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/18/2013,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,CASGEM,capped-assumed to be flowing,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,6/1/2007,00:00,F - Flowing artesian well,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING ARTESIAN,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,8/9/2007,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/16/2007,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/14/2008,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,7/9/2008,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,8/4/2008,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,1/16/2008,00:00,8 - Casing leaking or wet,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/24/2009,00:00,8 - Casing leaking or wet,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,5/15/2009,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,6/26/2009,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,8/3/2009,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,9/16/2009,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/22/2009,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,3/22/2010,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,CAPPED-ASSUMED TO BE FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,8/4/2010,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,7/7/2010,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/18/2010,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,CAPPED BECAUSE FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,4/4/2011,00:00,9 - Temporarily inaccessible,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,7/13/2011,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,CAPPED,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,8/1/2011,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W001,17N01E24A002M,10/11/2011,00:00,7 - Special/Other,,,,,74.576,72.806,,,,,Department of Water Resources,Voluntary,FLOWING,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,10/11/2011,00:00,,,3.100,0.000,3.100,75.550,72.800,72.450,0.350,ST - Steel tape measurement,0.1 Ft,Butte County Department of Water & Resource Conservation,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,7/30/2012,00:00,,,3.300,0.000,3.300,75.550,72.800,72.250,0.550,ES - Electric sounder measurement,0.01 Ft,Butte County Department of Water & Resource Conservation,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/26/2012,12:57,,,1.150,0.000,1.150,75.550,72.800,74.400,-1.600,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,7/10/2012,00:00,,,2.700,0.000,2.700,75.550,72.800,72.850,-0.050,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,10/16/2012,00:00,,,4.500,0.000,4.500,75.550,72.800,71.050,1.750,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/18/2013,00:00,,,1.300,0.000,1.300,75.550,72.800,74.250,-1.450,ES - Electric sounder measurement,0.01 Ft,Department of Water Resources,CASGEM,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,8/9/2007,00:00,,,2.680,0.000,2.680,75.550,72.800,72.870,-0.070,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,10/16/2007,00:00,,,3.050,0.000,3.050,75.550,72.800,72.500,0.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/14/2008,00:00,,,0.350,0.000,0.350,75.550,72.800,75.200,-2.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,7/9/2008,00:00,,,2.900,0.000,2.900,75.550,72.800,72.650,0.150,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,8/4/2008,00:00,,,3.360,0.000,3.360,75.550,72.800,72.190,0.610,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,10/20/2008,00:00,,,4.890,0.000,4.890,75.550,72.800,70.660,2.140,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,1/13/2009,00:00,,,2.200,0.000,2.200,75.550,72.800,73.350,-0.550,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,1/16/2008,00:00,,,1.340,0.000,1.340,75.550,72.800,74.210,-1.410,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
393169N1218004W002,BMO 17N01E24A003M,3/24/2009,00:00,,,0.890,0.000,0.890,75.550,72.800,74.660,-1.860,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_01.01.2005-06.21.2013
