CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Merced_01.01.1989-12.31.1990
369143N1208166W001,,1/24/1989,00:00,,,29.310,0.000,29.310,299.570,298.770,270.260,28.510,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,4/18/1989,00:00,,,28.510,0.000,28.510,299.570,298.770,271.060,27.710,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,7/18/1989,00:00,,,23.010,0.000,23.010,299.570,298.770,276.560,22.210,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,10/19/1989,00:00,,,23.410,0.000,23.410,299.570,298.770,276.160,22.610,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,1/25/1990,00:00,,,27.210,0.000,27.210,299.570,298.770,272.360,26.410,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,4/24/1990,00:00,,,25.310,0.000,25.310,299.570,298.770,274.260,24.510,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,7/24/1990,00:00,,,22.210,0.000,22.210,299.570,298.770,277.360,21.410,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369143N1208166W001,,10/25/1990,00:00,,,24.010,0.000,24.010,299.570,298.770,275.560,23.210,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,1/24/1989,00:00,,,40.500,0.000,40.500,323.800,322.800,283.300,39.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,4/18/1989,00:00,,,42.100,0.000,42.100,323.800,322.800,281.700,41.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,7/18/1989,00:00,,,40.400,0.000,40.400,323.800,322.800,283.400,39.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,10/19/1989,00:00,,,40.200,0.000,40.200,323.800,322.800,283.600,39.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,1/25/1990,00:00,,,37.400,0.000,37.400,323.800,322.800,286.400,36.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,4/24/1990,00:00,,,37.400,0.000,37.400,323.800,322.800,286.400,36.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,7/24/1990,00:00,,,36.700,0.000,36.700,323.800,322.800,287.100,35.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369188N1208252W001,,10/25/1990,00:00,,,36.100,0.000,36.100,323.800,322.800,287.700,35.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,1/24/1989,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,4/18/1989,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,7/18/1989,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,10/19/1989,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,1/25/1990,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,4/24/1990,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,7/24/1990,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369202N1208263W001,,10/25/1990,00:00,D - Dry well,,,,,318.600,317.800,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W001,,10/23/1989,00:00,,,6.500,0.000,6.500,140.950,140.450,134.450,6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W001,,2/13/1990,00:00,9 - Temporarily inaccessible,,,,,140.950,140.450,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W001,,10/22/1990,00:00,,,8.000,0.000,8.000,140.950,140.450,132.950,7.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W002,,10/23/1989,00:00,,,1.700,0.000,1.700,139.450,140.450,137.750,2.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W002,,2/13/1990,00:00,9 - Temporarily inaccessible,,,,,139.450,140.450,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W002,,10/22/1990,00:00,,,2.600,0.000,2.600,139.450,140.450,136.850,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W003,,10/23/1989,00:00,,,4.400,0.000,4.400,139.450,140.450,135.050,5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W003,,2/13/1990,00:00,9 - Temporarily inaccessible,,,,,139.450,140.450,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369243N1207104W003,,10/22/1990,00:00,,,4.700,0.000,4.700,139.450,140.450,134.750,5.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369257N1207454W001,,3/22/1989,00:00,,,85.700,0.000,85.700,147.130,145.530,61.430,84.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369257N1207454W001,,10/27/1989,00:00,,,87.700,0.000,87.700,147.130,145.530,59.430,86.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369257N1207454W001,,2/22/1990,00:00,,,78.700,0.000,78.700,147.130,145.530,68.430,77.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369257N1207454W001,,10/26/1990,00:00,,,110.800,0.000,110.800,147.130,145.530,36.330,109.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,1/24/1989,00:00,,,15.200,0.000,15.200,228.490,227.490,213.290,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,4/18/1989,00:00,,,14.900,0.000,14.900,228.490,227.490,213.590,13.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,7/18/1989,00:00,,,13.500,0.000,13.500,228.490,227.490,214.990,12.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,10/19/1989,00:00,,,13.700,0.000,13.700,228.490,227.490,214.790,12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,1/25/1990,00:00,,,15.100,0.000,15.100,228.490,227.490,213.390,14.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,4/24/1990,00:00,,,15.100,0.000,15.100,228.490,227.490,213.390,14.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,7/24/1990,00:00,,,14.600,0.000,14.600,228.490,227.490,213.890,13.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369266N1208274W001,11S10E36Q001M,10/25/1990,00:00,,,14.500,0.000,14.500,228.490,227.490,213.990,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,1/24/1989,00:00,,,7.020,0.000,7.020,213.600,213.080,206.580,6.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,4/18/1989,00:00,,,5.420,0.000,5.420,213.600,213.080,208.180,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,7/18/1989,00:00,,,6.420,0.000,6.420,213.600,213.080,207.180,5.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,10/19/1989,00:00,,,5.820,0.000,5.820,213.600,213.080,207.780,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,1/25/1990,00:00,,,7.020,0.000,7.020,213.600,213.080,206.580,6.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,4/24/1990,00:00,,,5.420,0.000,5.420,213.600,213.080,208.180,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,7/24/1990,00:00,,,5.720,0.000,5.720,213.600,213.080,207.880,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369296N1208293W001,,10/25/1990,00:00,,,6.720,0.000,6.720,213.600,213.080,206.880,6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369299N1206860W001,,3/21/1989,00:00,,,16.000,0.000,16.000,139.900,138.400,123.900,14.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369299N1206860W001,,10/23/1989,00:00,,,17.400,0.000,17.400,139.900,138.400,122.500,15.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369299N1206860W001,,2/13/1990,00:00,9 - Temporarily inaccessible,,,,,139.900,138.400,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369299N1206860W001,,10/22/1990,00:00,,,20.900,0.000,20.900,139.900,138.400,119.000,19.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,1/24/1989,00:00,,,16.110,0.000,16.110,222.610,222.000,206.500,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,4/18/1989,00:00,,,11.610,0.000,11.610,222.610,222.000,211.000,11.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,7/18/1989,00:00,,,14.510,0.000,14.510,222.610,222.000,208.100,13.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,10/19/1989,00:00,,,14.810,0.000,14.810,222.610,222.000,207.800,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,1/25/1990,00:00,,,16.010,0.000,16.010,222.610,222.000,206.600,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,4/24/1990,00:00,,,14.110,0.000,14.110,222.610,222.000,208.500,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,7/24/1990,00:00,,,12.110,0.000,12.110,222.610,222.000,210.500,11.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369318N1208307W001,,10/25/1990,00:00,,,15.210,0.000,15.210,222.610,222.000,207.400,14.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,1/24/1989,00:00,,,24.430,0.000,24.430,235.820,234.690,211.390,23.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,4/18/1989,00:00,,,21.930,0.000,21.930,235.820,234.690,213.890,20.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,7/18/1989,00:00,,,21.630,0.000,21.630,235.820,234.690,214.190,20.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,10/19/1989,00:00,,,22.730,0.000,22.730,235.820,234.690,213.090,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,1/25/1990,00:00,,,24.530,0.000,24.530,235.820,234.690,211.290,23.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,4/24/1990,00:00,,,20.930,0.000,20.930,235.820,234.690,214.890,19.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,7/24/1990,00:00,,,20.630,0.000,20.630,235.820,234.690,215.190,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369327N1208335W001,,10/25/1990,00:00,,,30.430,0.000,30.430,235.820,234.690,205.390,29.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,1/24/1989,00:00,,,23.760,0.000,23.760,235.600,235.140,211.840,23.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,4/18/1989,00:00,,,20.460,0.000,20.460,235.600,235.140,215.140,20.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,7/18/1989,00:00,,,20.260,0.000,20.260,235.600,235.140,215.340,19.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,10/19/1989,00:00,,,21.160,0.000,21.160,235.600,235.140,214.440,20.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,1/25/1990,00:00,,,23.460,0.000,23.460,235.600,235.140,212.140,23.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,4/24/1990,00:00,,,18.560,0.000,18.560,235.600,235.140,217.040,18.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,7/24/1990,00:00,,,18.060,0.000,18.060,235.600,235.140,217.540,17.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369346N1208341W001,,10/25/1990,00:00,,,21.760,0.000,21.760,235.600,235.140,213.840,21.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,1/24/1989,00:00,,,16.790,0.000,16.790,223.140,222.950,206.350,16.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,4/18/1989,00:00,,,10.090,0.000,10.090,223.140,222.950,213.050,9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,7/18/1989,00:00,,,12.990,0.000,12.990,223.140,222.950,210.150,12.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,10/19/1989,00:00,,,14.690,0.000,14.690,223.140,222.950,208.450,14.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,1/25/1990,00:00,,,16.490,0.000,16.490,223.140,222.950,206.650,16.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,4/24/1990,00:00,,,13.790,0.000,13.790,223.140,222.950,209.350,13.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,7/24/1990,00:00,,,11.690,0.000,11.690,223.140,222.950,211.450,11.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369363N1208313W001,,10/25/1990,00:00,,,14.790,0.000,14.790,223.140,222.950,208.350,14.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369391N1206529W001,,2/17/1989,00:00,,,2.890,0.000,2.890,125.420,124.320,122.530,1.790,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Merced_01.01.1989-12.31.1990
369391N1206529W001,,9/18/1989,00:00,,,1.790,0.000,1.790,125.420,124.320,123.630,0.690,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Merced_01.01.1989-12.31.1990
369391N1206529W001,,1/29/1990,00:00,,,3.290,0.000,3.290,125.420,124.320,122.130,2.190,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Merced_01.01.1989-12.31.1990
369391N1206529W001,,9/6/1990,00:00,,,2.690,0.000,2.690,125.420,124.320,122.730,1.590,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,1/24/1989,00:00,,,20.030,0.000,20.030,223.980,223.450,203.950,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,4/18/1989,00:00,,,10.930,0.000,10.930,223.980,223.450,213.050,10.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,7/18/1989,00:00,,,14.630,0.000,14.630,223.980,223.450,209.350,14.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,10/19/1989,00:00,,,17.930,0.000,17.930,223.980,223.450,206.050,17.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,1/25/1990,00:00,,,20.930,0.000,20.930,223.980,223.450,203.050,20.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,4/24/1990,00:00,,,15.230,0.000,15.230,223.980,223.450,208.750,14.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,7/24/1990,00:00,,,13.530,0.000,13.530,223.980,223.450,210.450,13.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
369396N1208321W001,,10/25/1990,00:00,,,18.030,0.000,18.030,223.980,223.450,205.950,17.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1989-12.31.1990
