CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/25/2005,00:00,,,171.940,0.000,171.940,377.470,377.470,205.530,171.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/24/2006,00:00,,,171.130,0.000,171.130,377.470,377.470,206.340,171.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/26/2007,00:00,,,171.170,0.000,171.170,377.470,377.470,206.300,171.170,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/30/2007,00:00,,,170.890,0.000,170.890,377.470,377.470,206.580,170.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/23/2005,00:00,,2 - Nearby pump operating,172.130,0.000,172.130,377.470,377.470,205.340,172.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/28/2008,00:00,,,170.500,0.000,170.500,377.470,377.470,206.970,170.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/30/2009,00:00,,,170.260,0.000,170.260,377.470,377.470,207.210,170.260,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/15/2009,00:00,,,169.920,0.000,169.920,377.470,377.470,207.550,169.920,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,3/24/2010,00:00,,,169.640,0.000,169.640,377.470,377.470,207.830,169.640,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326888N1159272W001,,10/27/2010,00:00,,,169.780,0.000,169.780,377.470,377.470,207.690,169.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,4/13/1993,00:00,,,176.970,0.000,176.970,377.470,377.470,200.500,176.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/19/1993,00:00,,,178.890,0.000,178.890,377.470,377.470,198.580,178.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/14/1994,00:00,,,178.020,0.000,178.020,377.470,377.470,199.450,178.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/17/1994,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/29/1995,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,7/31/1995,00:00,,,177.160,0.000,177.160,377.470,377.470,200.310,177.160,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/16/1995,00:00,,,177.150,0.000,177.150,377.470,377.470,200.320,177.150,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/19/1996,00:00,,,176.940,0.000,176.940,377.470,377.470,200.530,176.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/16/1996,00:00,,,177.520,0.000,177.520,377.470,377.470,199.950,177.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/17/1997,00:00,,,176.780,0.000,176.780,377.470,377.470,200.690,176.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/20/1997,00:00,,,176.350,0.000,176.350,377.470,377.470,201.120,176.350,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/23/1998,00:00,,,175.420,0.000,175.420,377.470,377.470,202.050,175.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/27/1998,00:00,,,175.500,0.000,175.500,377.470,377.470,201.970,175.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/22/1999,00:00,,,174.970,0.000,174.970,377.470,377.470,202.500,174.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/25/1999,00:00,,,174.590,0.000,174.590,377.470,377.470,202.880,174.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/29/2000,00:00,,,174.140,0.000,174.140,377.470,377.470,203.330,174.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/23/2005,00:00,1 - Pumping,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/30/2007,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/26/2007,00:00,,,171.210,0.000,171.210,377.470,377.470,206.260,171.210,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/24/2006,00:00,,,170.950,0.000,170.950,377.470,377.470,206.520,170.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/22/2006,00:00,,,171.250,0.000,171.250,377.470,377.470,206.220,171.250,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/25/2005,00:00,,,171.290,0.000,171.290,377.470,377.470,206.180,171.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/27/2008,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/28/2008,00:00,1 - Pumping,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/30/2009,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/15/2009,00:00,4 - Can't get tape in casing,,,,,377.470,377.470,,,,,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,3/23/2010,00:00,,,168.910,0.000,168.910,377.470,377.470,208.560,168.910,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326899N1159264W001,,10/27/2010,00:00,,,168.770,0.000,168.770,377.470,377.470,208.700,168.770,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326941N1159264W001,,4/14/1993,00:00,,,163.210,0.000,163.210,378.460,378.460,215.250,163.210,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
326941N1159264W001,,10/21/1993,00:00,,,163.870,0.000,163.870,378.460,378.460,214.590,163.870,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Imperial_01.01.1993-06.21.2013
